FACILITY_ID,FACILITY,AGENCY,LATITUDE,LONGITUDE,VIOLATIONTYPE,VIOLATIONSUBTYPE,VIOLATIONDESCRIPTION,OCCURREDON,PROGRAM,PROGRAM CATEGORY,Parameter,Limit,Result,Units,Period,Monitoring Location,Location 1
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,Chronic pH violations; permit limit is between 6.5 and 8.4; reported values are between 10.50 and 12.0 due to algae.,10/31/2005,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,1Q06 Effluent Violation (2/8/06):  BOD monthly max (120 / 30 mg/L).,02/08/2006,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,4Q04 effluent violation (10/13/04): TDS monthly max (662 / 600 mg/L).,10/13/2004,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,Chronic pH violations from October 1 -16.,10/16/2001,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,3Q02 effluent violation (9/10/02):  Chloride monthly max (107.9 / 100 mg/L).,09/10/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,OEV,3Q02 effluent violation (8/5/02):  Coliform daily max (>1600 / 240 MPN/100 ml).,08/05/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,Chronic pH violation for the month of July. Daily permit levels for pH shall be between 6.5-8.4; monthly mean was 10.05.,07/31/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH violation; limits are to be between 6.5-8.4; reported value is 10.03.,05/29/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH violation: permit required range = 6.5- 8.4; reported values in exceedence for 16 days in May.,05/31/2006,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Effluent Violation: pH min. limit is 6.5 units and max limit is 8.4 units. The Reported min. value was 8.84 units and max. was 9.19 units for the month of November 2007.,11/30/2007,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
248425,Pine Grove Conservation Camp,Ca Dept of Forestry Pine Grove,38.41397,-120.64382,Deficient Monitoring,,"January 2006 report included results of flow, pH, dissolved oxygen, nitrate, and total nitrogen monitoring for only one pond",01/31/2006,WDRMUNIENROTH,WDR,,,,,,,"(38.41397, -120.64382)"
213586,CCI Tehachapi UST Cleanup,Ca Dept of Corrections Sacramento,35.11028,-118.57139,Effluent,OEV,2Q; MTBE; 5; ug/L; M; 5.1,06/20/2007,WDRNONMUNIPRCS,WDR,,,,,,,"(35.11028, -118.57139)"
219551,Delta Conservation Camp,Ca Dept of Forestry Suisun,38.220175,-121.849365,Reporting,Deficient Reporting,September 2006 SMR missing required certification statement.,10/16/2006,WDR,WDR,,,,,,,"(38.220175, -121.849365)"
219551,Delta Conservation Camp,Ca Dept of Forestry Suisun,38.220175,-121.849365,Reporting,Deficient Reporting,May 2007 SMR missing required certification statement.,06/16/2007,WDR,WDR,,,,,,,"(38.220175, -121.849365)"
225896,"Fire Camp #11, Acton",Los Angeles Cnty Fire Dept,34.439211,-118.286201,Receiving Water,Groundwater,Total Dissolved Solids (TDS) Daily Maximum limit is 550 mg/L and reported value was 670 mg/L.,02/25/2010,WDRMUNIOTH,WDR,,,,,,,"(34.439211, -118.286201)"
213586,CCI Tehachapi UST Cleanup,Ca Dept of Corrections Sacramento,35.11028,-118.57139,Effluent,OEV,2Q; MTBE; 5; ug/L; M; 5.8,06/12/2007,WDRNONMUNIPRCS,WDR,,,,,,,"(35.11028, -118.57139)"
219551,Delta Conservation Camp,Ca Dept of Forestry Suisun,38.220175,-121.849365,Reporting,Deficient Reporting,August 2007 SMR missing required certification statement.,09/16/2007,WDR,WDR,,,,,,,"(38.220175, -121.849365)"
225896,"Fire Camp #11, Acton",Los Angeles Cnty Fire Dept,34.439211,-118.286201,Reporting,Late Report,38 days late,03/02/2014,WDRMUNIOTH,WDR,,,,,,,"(34.439211, -118.286201)"
259335,Sugar Pine Conservation Camp,Ca Dept of Forestry Sugar Pine,40.728846,-122.077262,Order Conditions,,Freeboard VIolation,05/01/2004,WDRMUNIOTH,WDR,,,,,,,"(40.728846, -122.077262)"
259335,Sugar Pine Conservation Camp,Ca Dept of Forestry Sugar Pine,40.728846,-122.077262,Order Conditions,,"Flow exceedance-22,265 gpd ave.",08/01/2003,WDRMUNIOTH,WDR,,,,,,,"(40.728846, -122.077262)"
271750,Washington Ridge Cons. Camp,Ca Dept of Forestry Nevada City,39.313734,-120.926927,Reporting,Late Report,1st Quarter-06 monitoring report was submitted 56 days late.,05/02/2006,WDR,WDR,,,,,,,"(39.313734, -120.926927)"
232555,Intermountain Conservation Camp,Ca Dept of Forestry Bieber Calfire,41.12307,-121.21934,Deficient Monitoring,,No flow data,12/01/2004,WDR,WDR,,,,,,,"(41.12307, -121.21934)"
259335,Sugar Pine Conservation Camp,Ca Dept of Forestry Sugar Pine,40.728846,-122.077262,Order Conditions,,"Flow exceedance-27,627 gpd ave.  Freeboard violation",06/01/2005,WDRMUNIOTH,WDR,,,,,,,"(40.728846, -122.077262)"
232555,Intermountain Conservation Camp,Ca Dept of Forestry Bieber Calfire,41.12307,-121.21934,Deficient Monitoring,,"No flow data, late",01/12/2006,WDR,WDR,,,,,,,"(41.12307, -121.21934)"
232555,Intermountain Conservation Camp,Ca Dept of Forestry Bieber Calfire,41.12307,-121.21934,Deficient Monitoring,,"No flow data, late",11/01/2002,WDR,WDR,,,,,,,"(41.12307, -121.21934)"
271750,Washington Ridge Cons. Camp,Ca Dept of Forestry Nevada City,39.313734,-120.926927,Reporting,Deficient Reporting,2nd Quarter-06 monitoring report did not include certification statement and scaled map.,09/11/2006,WDR,WDR,,,,,,,"(39.313734, -120.926927)"
259335,Sugar Pine Conservation Camp,Ca Dept of Forestry Sugar Pine,40.728846,-122.077262,Order Conditions,,Oil & Grease at 50 mg/L.  Bad sampling method.  Spoke with Randy Morehead on 10/17/2013.,09/25/2013,WDRMUNIOTH,WDR,,,,,,,"(40.728846, -122.077262)"
271750,Washington Ridge Cons. Camp,Ca Dept of Forestry Nevada City,39.313734,-120.926927,Reporting,Late Report,1st Quarter-07 monitoring report was submitted 107 days late.,05/02/2007,WDR,WDR,,,,,,,"(39.313734, -120.926927)"
232555,Intermountain Conservation Camp,Ca Dept of Forestry Bieber Calfire,41.12307,-121.21934,Order Conditions,,Flow > WDR,10/08/2013,WDR,WDR,,,,,,,"(41.12307, -121.21934)"
271750,Washington Ridge Cons. Camp,Ca Dept of Forestry Nevada City,39.313734,-120.926927,Receiving Water,Groundwater,(2Q07 Monitoring Report) Total coliform organisms reported in groundwater monitoring wells at concentrations greater than 2.2 MPN/100 ml which exceeds the groundwater limitation in the WDRs.,08/01/2007,WDR,WDR,,,,,,,"(39.313734, -120.926927)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Reporting,Deficient Reporting,"July 2000 DSMR is missing the following info:Daily monitoring of Chlorine residual, PH, SS, & Temp.  Weekly monitoring of Aluminum & TSS.  Effluent discharge on a continuous basis.  Weekly monitoring of DO in stream.",07/20/2000,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Order Conditions,,"The Discharger failed to report dissolved oxygen, pH, and freeboard at monitoring point LND-001 for both sedimentation ponds in its June 2011 SMR, as required by Land Discharger Monitoring Requirements section IV.A.1. of the MRP.",06/30/2011,NPDNONMUNIPRCS,NPDESWW,,,,,,LND-001,"(37.893591, -120.551725)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Order Conditions,,"Turbidity in receiving water shall not be caused to increase more than 20% over background levels.  <CR>R-1 (background) = 1.7 NTU, R-2 = 2.3 NTU.",04/24/2000,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Effluent,CAT2,Daily maximum effluent chlorine concentrations are not to exceed 0.02 mg/L.  17 January 2000 grab sample chlorine concentration was 0.30 mg/L.<CR>TRC = 1.2 X 0.02 = 0.24 mg/L; 0.30 mg/L > 0.024 mg/L ==> significant violation.,01/17/2000,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Effluent,CAT2,Daily maximum effluent chlorine concentrations are not to exceed 0.02 mg/L.  13 January 2000 grab sample chlorine concentration was 0.40 mg/L.<CR>TRC = 1.2 X 0.02 = 0.24 mg/L; 0.40 mg/L > 0.024 mg/L ==> significant violation.,01/13/2000,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
225801,Federal Correctional Institution-Terminal Island,Federal Bureau of Prisons,33.729648,-118.268629,Reporting,Late Report,3Q 05 DMR overdue as of 12/14/07.  Report due 11/15/05.,11/15/2005,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(33.729648, -118.268629)"
225801,Federal Correctional Institution-Terminal Island,Federal Bureau of Prisons,33.729648,-118.268629,Reporting,Late Report,3Q 06 DMR overdue as of 12/14/07.  Report due 11/15/06.,11/15/2006,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(33.729648, -118.268629)"
241842,CDCR - Mule Creek State Prison WWTP,Ca Dept of Corrections & Rehabilitation,38.373155,-120.946426,Order Conditions,,"On 24 January 2007, the Discharger notified Regional Water Board staff and the Office of Emergency Services that an irrigation system valve had stuck in the open position resulting in the discharge of approximately 5,000 gallons of secondary treated wastewater from a manhole.  The Discharger?s report stated that the spill was contained prior to entering any surface water drainage courses.  The spill violated Discharge Specification B.4 of the WDRs and Item 1 of CDO No. R5 2006 0130.",01/24/2007,WDR,WDR,,,,,,,"(38.373155, -120.946426)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Reporting,Deficient Reporting,Failed to submit certification that flow meter installation is complete.,08/30/2001,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Effluent,CAT1,BOD 120>40,08/30/2003,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Order Conditions,,Violation of Discharge Specification B.4 of WDRs for pH reported in wastewater treatment ponds at 8.65.,03/31/2012,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,3Q2013- The report was due on 10/30/2012 and the report was received on 7/12/2013. The report was 255 days late.,10/30/2012,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Effluent,CAT1,"March 2009 monthly monitoring report, on 03/09/2009 BOD reported 91 mg/L exceeding daily maximum limit. According to WDRs BOD limit shall  not exceed 30 day average of 40 mg/L or daily maximum of 90 mg/L",03/09/2009,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,Annual 2001 Late Report,02/01/2002,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,3Q2008 Late Report,10/31/2008,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,4Q2010- The report was due on 1/30/2011 and the report was received on 7/10/2013. The report was 892 days late.,01/30/2011,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,4Q2012- The report was due on 1/30/2013 and the report was received on 7/12/2013. The report was 163 days late.,01/30/2013,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Effluent,CAT1,BOD 159>40,01/30/2003,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Effluent,CAT1,Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C) Daily Maximum limit is 90 mg/L and reported value was 180 mg/L.,08/31/2011,WDRMUNIOTH,WDR,Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C),90,180,mg/L,Daily Maximum,,"(37.562543, -121.143976)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,Annual 1999 Late Report,02/01/2000,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,Annual 2005 Late Report,05/01/2006,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,Annual 2008 Late Report,02/01/2009,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,1Q00 Effluent violation (1/12/00):  TOC (33.8 / 20 mg/L).,01/12/2000,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,2Q08 effluent violation (5/12/08):  TSS (56 / 30 mg/L).,05/12/2008,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,4Q07 Effluent violation (10/10/07):  Chloride (708 / 500 mg/L).,10/10/2007,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,"2Q08 Effluent violation (6/4/08):  Chloride (2,660 / 500 mg/L).",06/04/2008,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Reporting,Late Report,3Q06 Monitoring report has not been received as of 3/9/10.  Report was due 10/30/06.,10/30/2006,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Chloride Daily Average (Mean) limit is 500 mg/L and reported value was 849 mg/L.,07/06/2011,REC,WDR,Chloride,500,849,mg/L,Daily Average (Mean),,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,OEV,Total Coliform 7-Day Median limit is 2.2.0 MPN/100 mL and reported value was 4.0 MPN/100 mL.,07/22/2012,REC,WDR,Total Coliform,0,4,MPN/100 mL,7-Day Median,,"(34.09139, -118.836933)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Reporting,Deficient Reporting,Incomplete 2003 February monitoring report.  Missing BOD analysis for 02/19/2003,03/15/2003,WDR,WDR,,,,,,,
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Reporting,Deficient Reporting,Incomplete 2006 September M&R (Failed to report influent/effluent TDS/Sulfate/Flouride/Nitrate and Total Nitrogen analysis),09/30/2006,WDR,WDR,,,,,,,
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,4Q04 Effluent violation (12/8/04):  Total Nitrogen (14.2 / 10 mg/L).,12/08/2004,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Total Organic Carbon (TOC) 1-Hour Average (Mean) limit is 20 mg/L and reported value was 27 mg/L.,02/02/2011,REC,WDR,Total Organic Carbon (TOC),20,27,mg/L,1-Hour Average (Mean),,"(34.09139, -118.836933)"
239977,Mccain Vly Consv CMP,Ca Dept of Corrections Imperial,32.687777,-116.259997,Effluent,CAT1,"2002 June M&R excess Total Dissolved Solids.  Reported value is 966 mg/L, which exceeded the water supply's Total Dissolved Solids by 478 mg/L",06/03/2002,WDRMUNIOTH,WDR,,,,,,,"(32.687777, -116.259997)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,2004 June M&R exceeded 30-day mean BOD limit of 30 mg/L Reported as 44 mg/L.,06/30/2004,WDR,WDR,,,,,,,
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1," 2001 November M&R exceeded the 7-day average for BOD.  Sample of 11/28/01 reported BOD  at 66  mg/L, the 30 day mean limit is 45 mg/L.",11/28/2001,WDR,WDR,,,,,,,
219737,Devils Garden Conservation Camp,Ca Dept of Forestry Alturas Calfire,41.53826,-120.66007,Order Conditions,,Freeboard Instantaneous Minimum limit is 2.0 feet and reported value was 1.9 feet.,09/30/2011,WDRMUNIOTH,WDR,,,,,,,"(41.53826, -120.66007)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Total Suspended Solids (TSS) Daily Maximum limit is 30.0 mg/L and reported value was 78.0 mg/L.,08/03/2011,REC,WDR,Total Suspended Solids (TSS),30,78,mg/L,Daily Maximum,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,1Q03 effluent violation (3/11/03):   Total Nitrogen (14.9 / 10 mg/L).,03/11/2003,REC,WDR,,,,,,,"(34.09139, -118.836933)"
270116,Valley View Conservation Camp,Ca Dept of Forestry Redding Airport Calfire,39.60516,-122.53916,Effluent,OEV,HIgh pH,03/01/2002,WDRMUNIOTH,WDR,,,,,,,"(39.60516, -122.53916)"
270116,Valley View Conservation Camp,Ca Dept of Forestry Redding Airport Calfire,39.60516,-122.53916,Deficient Monitoring,,No signature,04/29/2005,WDRMUNIOTH,WDR,,,,,,,"(39.60516, -122.53916)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,1Q04 effluent violation (3/10/04):  BOD (105 / 30 mg/L).,03/10/2004,REC,WDR,,,,,,,"(34.09139, -118.836933)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,"2002 July M&R exceeded 30-day average for Total Suspended Solids.  Monthly average for Total Suspended Solids was reported at 42.5 mg/L, the 7-day average limit is 30 mg/L",07/31/2002,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Deficient Reporting,Self-monitoring report for July 2003 was incomplete.  Flow to reported on a daily basis.,08/01/2003,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,4Q04 effluent violation (11/10/04):  BOD (103.8 / 30 mg/L).,11/10/2004,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,4Q08 effluent violation (11/12/08):  TSS (49 / 30 mg/L).,11/12/2008,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Reporting,Late Report,3Q02 Monitoring report received 50 days late on 12/19/02.  Report was due 10/30/02.,12/19/2002,REC,WDR,,,,,,,"(34.09139, -118.836933)"
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Deficient Reporting,The March 2011 monitoring report did not include influent flow monitoring and irrigation disposal field monitoring results.,03/31/2011,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Total Organic Carbon (TOC) Daily Maximum limit is 20.0 mg/L and reported value was 25.0 mg/L.,07/06/2011,REC,WDR,Total Organic Carbon (TOC),20,25,mg/L,Daily Maximum,,"(34.09139, -118.836933)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,02/29/04 Exceeded 30-day TSS. Reported at 40 mg/L. Max limit is 30 mg/L,02/29/2004,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Late Report,"Discharger has failed to submit required 5/2008 monthly monitoring report by due date of 1 July 2008.  As of the date of this entry, this report is 94 days late.",07/02/2008,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,4Q01 effluent violation (11/13/01):  BOD (41.2 / 30 mg/L).,11/13/2001,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,2Q04 effluent violation (5/12/04):  BOD (104.2 / 30 mg/L).,05/12/2004,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,OEV,Total Coliform 7-Day Median limit is 2.2 MPN/100 mL and reported value was 9.5 MPN/100 mL.,10/03/2012,REC,WDR,Total Coliform,2.2,9.5,MPN/100 mL,7-Day Median,,"(34.09139, -118.836933)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,"2003 April M&R exceeded 30-day average for effluent TDS.  Monthly average for TDS was reported at 1,318 mg/L",04/30/2003,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Deficient Reporting,Self-monitoring report for Oct 2003 was incomplete.  Flow to reported on a daily basis.,11/01/2003,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Reporting,Deficient Reporting,Late sumittal of 2001 October monitoring report.  Due 11/15/2001 recieved 11/19/2001,11/16/2001,WDR,WDR,,,,,,,
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,Total Organic Carbon (TOC) Daily Maximum limit is 20 mg/L and reported value was 21 mg/L.,12/05/2012,REC,WDR,Total Organic Carbon (TOC),20,21,mg/L,Daily Maximum,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,1Q02 effluent violation (2/11/02):  Chloride monthly max (142.7 / 100 mg/L).,02/11/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,2Q03 effluent violation (4/8/03):  TDS monthly max (621 / 600 mg/L).,04/08/2003,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,2Q05 Effluent Violation (4/13/05):  Chloride monthly max (189.9 / 100 mg/L).,04/13/2005,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,2Q09 Effluent Violation (4/8/09):  Chloride monthly max (200  / 100 mg/L).,04/08/2009,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH violation; permit limits are between 6.5-8.4; reported value is 9.86.,06/08/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 8.65 SU.,02/02/2011,WDRMUNILRG,WDR,pH,8.4,8.65,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 10.4 SU.,05/22/2012,WDRMUNILRG,WDR,pH,8.4,10.4,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 9.3 SU.,07/13/2012,WDRMUNILRG,WDR,pH,8.4,9.3,SU,Daily Maximum,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,3Q02 effluent violation (9/10/02):  TDS monthly max (685 / 600 mg/L).,09/10/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,4Q02 effluent violation (10/8/02):  TDS monthly max (684 / 600 mg/L).,10/08/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,OEV,2Q04 effluent violation (4/1/04):   Coliform daily max (>1600 / 240 MPN/100 ml).,04/01/2004,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH violation; limits are to be between 6.5-8.4; reported value is 10.20.,05/20/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
