Facility,State,name,Date,Source,cases,staffcases,deaths,staffdeaths,pop,currentpop,lat,lon
state,Georgia,GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,12,0,0,3371,,33.22107373,-84.06161828
state,Georgia,GEORGIA STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,31,40,3,0,1454,1350,32.00512895,-82.16473427
state,Georgia,GWINNETT COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,71,0,0,0,,123,,
state,Georgia,HALL COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,3,0,0,0,194,126,34.24037727,-83.81411093
state,Georgia,HANCOCK STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,128,23,0,0,1143,943,33.24549405,-82.95092313
state,Georgia,HARRIS COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,3,0,0,0,154,130,32.76447267,-84.86400695
state,Georgia,HAYS STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,43,36,0,0,1065,995,34.50768663,-85.31195302
state,Georgia,HELMS FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,5,0,0,28,15,33.68857362,-84.33823463
state,Georgia,HUDSON TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,2,1,0,0,,150,,
state,Georgia,JACKSON COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,0,0,0,154,110,34.15197172,-83.55731447
state,Georgia,JEFFERSON COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,4,0,0,0,147,152,33.02109834,-82.40712914
state,Georgia,JENKINS CORRECTIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,31,0,4,0,,954,,
state,Georgia,JOHNSON STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,89,24,2,0,1583,1323,32.74353362,-82.70234985
state,Georgia,LEE ARRENDALE STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,103,44,0,0,1596,1206,34.45106681,-83.59596645
state,Georgia,LEE ARRENDALE TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,1,3,0,0,,136,,
state,Georgia,LEE STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,28,47,2,0,740,529,31.76369451,-84.19354919
state,Georgia,LONG UNIT,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,9,17,1,0,,122,,
state,Georgia,MACON STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,35,61,2,0,1703,1470,32.25930659,-84.09144003
state,Georgia,MACON TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,9,4,1,0,157,152,32.81494127,-83.63770702
state,Georgia,MCEVER PDC,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,33,16,0,0,,,32.46494728,-83.69501268
federal,Georgia,MCRAE CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,,,1,0,1601,1508,32.05007042,-82.8715772
state,Georgia,METRO REENTRY FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,4,21,0,0,229,163,33.687261,-84.336355
state,Georgia,METRO TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,10,11,0,0,229,210,33.6885252,-84.336397
state,Georgia,MITCHELL COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,3,0,0,0,144,118,31.2324018,-84.180085
state,Georgia,MONTGOMERY STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,22,27,1,0,418,253,32.16187443,-82.56612123
state,Georgia,MUSCOGEE COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,4,0,0,0,,377,,
state,Georgia,NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,18,0,0,0,,,,
state,Georgia,PATTEN PROBATION DETENTION CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,15,12,0,0,,,31.03988304,-83.0617537
state,Georgia,PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,50,27,0,0,150,,33.94976674,-84.81466644
state,Georgia,PHILLIPS STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,112,48,1,0,1048,855,34.0942918,-83.9105205
state,Georgia,PHILLIPS TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,9,3,0,0,194,192,34.09554623,-83.90946974
state,Georgia,PULASKI STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,92,55,1,0,1162,839,32.3115199,-83.45723464
state,Georgia,RICHMOND COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,12,0,0,0,280,167,33.37332514,-82.0392013
state,Georgia,RIVERBEND CORRECTIONAL FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,18,0,3,0,1497,1175,33.02808425,-83.219548
state,Georgia,ROGERS STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,19,27,0,0,1398,1237,32.00090161,-82.17994887
state,Georgia,RUTLEDGE STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,26,26,2,0,601,543,32.49582796,-84.86617971
state,Georgia,SCREVEN COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,0,0,0,148,99,32.75025999,-81.67027866
state,Georgia,SMITH STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,26,20,1,0,1514,1410,31.97310836,-81.91578361
state,Georgia,SMITH TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,10,3,0,0,199,149,32.17946064,-81.89434266
federal,Georgia,SOUTHEAST REGIONAL OFFICE,4/23/2021,https://www.bop.gov/coronavirus/,,,0,0,,,,
state,Georgia,SPALDING COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,0,0,0,376,313,33.23601744,-84.29297557
state,Georgia,SUMTER COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,0,0,0,,237,,
state,Georgia,TELFAIR STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,79,30,6,0,1370,1188,32.08798443,-82.90954913
state,Georgia,TERRELL COUNTY CORRECTIONAL INSTITUTION,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,0,0,0,0,144,96,31.7420575,-84.41413376
state,Georgia,TREUTLEN PROBATION DETENTION CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,55,23,0,0,,,32.3624615,-82.60238104
state,Georgia,TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,35,15,0,0,,,31.6621587,-83.63393731
state,Georgia,VALDOSTA STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,42,81,0,,1000,801,30.85995723,-83.34575403
state,Georgia,VALDOSTA TRANSITIONAL CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,6,13,0,0,164,150,30.80565871,-83.2675069
state,Georgia,WALKER STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,64,30,1,0,406,373,34.8087205,-85.26194184
state,Georgia,WARE STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,32,62,4,0,1485,1108,31.25673084,-82.39335661
state,Georgia,WASHINGTON STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,27,7,0,0,1334,1427,32.98872379,-82.59490798
state,Georgia,WEST CENTRAL INTEGRATED TREATMENT FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,41,28,0,0,,,33.11609815,-84.3610402
state,Georgia,WHEELER CORRECTIONAL FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,172,0,13,0,2636,2179,32.1504927,-82.79500753
state,Georgia,WHITWORTH WOMENS FACILITY,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,21,22,1,0,,285,,
state,Georgia,WILCOX STATE PRISON,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,67,35,3,0,1789,1648,31.98502256,-83.30017247
state,Georgia,WOMENS PROBATION DETENTION CENTER,4/23/2021,http://www.dcor.state.ga.us/content/CVD_Dashboard,12,9,0,0,,,,
state,Hawaii,HALAWA CORRECTIONAL FACILITY,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,546,,7,,852,,21.37379134,-157.8989822
state,Hawaii,HAWAII COMMUNITY CORRECTIONAL CENTER,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,1,,0,,515,,19.71830866,-155.0989632
federal,Hawaii,HONOLULU FEDERAL DETENTION CENTER,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,7,,0,0,,295,,
state,Hawaii,KAUAI COMMUNITY CORRECTIONAL CENTER,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,0,,0,,159,,22.02515252,-159.3428192
state,Hawaii,KULANI CORRECTIONAL FACILITY,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,0,,0,,184,,19.54917893,-155.3011053
state,Hawaii,MAUI COMMUNITY CORRECTIONAL CENTER,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,95,,0,,452,,20.87701605,-156.4983753
state,Hawaii,OHAU COMMUNITY CORRECTIONAL CENTER,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,457,,0,,1268,,21.32989382,-157.884874
state,Hawaii,SAGUARO CORRECTIONAL CENTER,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,657,,2,,1617,,32.80930398,-111.5264356
state,Hawaii,WAIAWA CORRECTIONAL FACILITY,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,213,,0,,202,,21.44465003,-157.9609092
state,Hawaii,WOMENS COMMUNITY CORRECTIONAL CENTER,4/23/2021,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,0,,0,,278,,21.37802504,-157.7484499
state,Idaho,CAPP,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,,,,431,,43.46183741,-116.2357735
state,Idaho,CENTRAL OFFICE,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,24,,,,,,
state,Idaho,DISTRICT 1,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,6,,,,,,
state,Idaho,DISTRICT 3,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,8,,,,,,
state,Idaho,DISTRICT 4,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,16,,,,,,
state,Idaho,DISTRICT 5,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,8,,,,,,
state,Idaho,EAST BOISE COMMUNITY REENTRY CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,5,,,109,,43.60314093,-116.1638439
state,Idaho,IDAHO CORRECTIONAL INSTITUTION OROFINO,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,43,,,576,,46.49197836,-116.2607095
state,Idaho,IDAHO FALLS COMMUNITY REENTRY CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,5,,,95,,43.46230015,-112.0639693
state,Idaho,IDAHO MAXIMUM SECURITY INSTIUTION,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,41,,,1473,,43.47938786,-116.2189574
state,Idaho,IDAHO STATE CORRECTIONAL CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,95,,,2181,,43.47119944,-116.2375874
state,Idaho,IDAHO STATE CORRECTIONAL INSTITUTION,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,101,,,1473,,43.47938786,-116.2189574
state,Idaho,NORTH IDAHO CORRRECTIONAL INSTIUTION,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,15,,,409,,46.07917307,-116.4280588
state,Idaho,POCATELLO WOMENS CORRECTIONAL CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,9,,,323,,42.84256222,-112.4506302
state,Idaho,SAINT ANTHONY WORK CAMP,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,18,,,253,,43.96809846,-111.6935417
state,Idaho,SOUTH BOISE WOMENS CORRECTIONAL CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,23,,,293,,43.48338,-116.23392
state,Idaho,SOUTH IDAHO CORRECTIONAL INSTIUTION,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,31,,,1473,,43.47938786,-116.2189574
state,Idaho,STATEWIDE,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,4242,,5,,,,,
state,Idaho,TREASURE VALLEY COMMUNITY REENTRY CENTER,4/23/2021,https://www.idoc.idaho.gov/content/careers/covid-19,,1,,,102,,43.6574178,-116.6678165
federal,Missouri,ALPHA HOUSE OF SPRINGFIELD,4/23/2021,https://www.bop.gov/coronavirus/,2,,0,0,,,37.22580565,-93.24936944
state,Illinois,BIG MUDDY RIVER CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,371,105,,,1218,,38.13064497,-88.90835135
federal,Illinois,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,4/23/2021,https://www.bop.gov/coronavirus/,8,,0,0,,,41.8957344,-87.7096727
state,Illinois,CENTRALIA CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,131,147,,,1209,,38.55384409,-89.19170102
federal,Illinois,CHICAGO METROPOLITAN CORRECTIONAL CENTER,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,184,,0,0,668,553,41.87658453,-87.63048213
county,Illinois,COOK COUNTY JAIL,4/23/2021,https://www.cookcountysheriff.org/covid-19-cases-at-ccdoc/,1238,1221,10,5,8216,,41.8425,-87.6971
state,Illinois,CROSSROADS ADULT TRANSITION CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,5,1,,,325,,41.87048357,-87.70635938
state,Illinois,DANVILLE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,968,158,,,1605,,40.12956679,-87.53645593
state,Illinois,DECATUR CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,84,55,,,535,,39.89511506,-88.92662636
state,Illinois,DIXON CORRECTIONAL INSTITUTE,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,590,304,,,2051,,41.8737451,-89.47817317
state,Illinois,EAST MOLINE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,399,88,,,1175,,41.53372905,-90.41912151
state,Illinois,ELGIN TREATMENT CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,1,18,,,18,,42.02130557,-88.28448575
state,Illinois,FOX VALLEY ADULT TRANSITION CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,4,10,,,127,,41.78792125,-88.3202916
state,Illinois,GENERAL OFFICE,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,0,29,,,,,,
state,Illinois,GRAHAM CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,712,185,,,1803,,39.12648969,-89.47493262
federal,Illinois,GREENVILLE FCI,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,675,,0,0,,979,,
state,Illinois,HILL CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,375,94,,,1643,,40.93974548,-90.40695799
state,Illinois,ILLINOIS RIVER CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,220,156,,,1770,,40.55672719,-90.08258486
state,Illinois,JACKSONVILLE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,473,171,,,965,,39.72668976,-90.17561449
state,Illinois,JOLIET TREATMENT CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,11,89,,,196,,41.51234669,-88.15264614
state,Illinois,KEWANEE LIFE SKILLS REENTRY CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,15,57,,,278,,41.25333209,-89.89171233
state,Illinois,LAWRENCE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,1038,222,,,2042,,38.72823,-87.90591
state,Illinois,LINCOLN CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,275,90,,,964,,40.11823756,-89.38908259
state,Illinois,LOGAN CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,596,238,,,1588,,40.1140649,-89.3881401
federal,Illinois,MARION UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,766,,2,0,1129,1135,37.66315314,-88.98406132
state,Illinois,MENARD CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,241,298,,,1834,,37.91268569,-89.84197817
state,Illinois,MURPHYSBORO CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,56,36,,,171,,,
state,Illinois,NORTH LAWNDALE ADULT TRANSITION CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,7,9,,,200,,41.868038,-87.697785
state,Illinois,PAROLE,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,0,53,,,,,,
federal,Illinois,PEKIN FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,763,,0,0,,966,,
state,Illinois,PEORIA ADULT TRANSITION CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,14,20,,,244,,,
state,Illinois,PINCKNEYVILLE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,870,177,,,1901,,38.0866456,-89.3272605
state,Illinois,PONTIAC CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,339,356,,,1160,,40.86928355,-88.63603689
state,Illinois,ROBINSON CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,380,99,,,1121,,39.01935425,-87.69758953
state,Illinois,SHAWNEE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,277,104,,,1576,,37.40038459,-88.77535417
state,Illinois,SHERIDAN CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,464,149,,,1670,,41.51604912,-88.68465975
state,Illinois,SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,48,101,,,598,,38.61691302,-90.0908182
state,Illinois,STATEVILLE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,305,195,,,1262,,41.57873778,-88.09456267
state,Illinois,STATEVILLE NORTHERN RECEPTION AND CLASSIFICATION CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,345,157,,,1173,,41.57873778,-88.09456267
state,Illinois,TAYLORVILLE CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,456,102,,,1028,,39.51525785,-89.2264661
federal,Illinois,THOMSON UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,497,,0,1,703,1251,41.97296619,-90.10929881
state,Illinois,VANDALIA CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,497,147,,,1068,,39.01089284,-89.09608515
state,Illinois,VIENNA CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,97,111,,,920,,37.40562486,-88.7701425
state,Illinois,WESTERN ILLINOIS CORRECTIONAL CENTER,4/23/2021,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,213,114,,,1633,,39.96285696,-90.75396657
state,Indiana,BRANCHVILLE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,255,66,1,0,1387,,38.15137828,-86.59980056
state,Indiana,CENTRAL OFFICE,4/23/2021,https://www.in.gov/idoc/3780.htm,,40,,0,,,,
state,Indiana,CHAIN OLAKES CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,83,5,0,0,135,,41.33701028,-85.35310253
state,Indiana,CORRECTIONAL INDUSTRIAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,135,105,3,0,1458,,39.97598494,-85.77135909
state,Indiana,EDINBURGH CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,16,23,0,0,340,,39.35145302,-86.0386027
state,Indiana,HERITAGE TRAIL CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,61,33,0,0,857,,39.69366223,-86.40761718
state,Indiana,INDIANA STATE PRISON,4/23/2021,https://www.in.gov/idoc/3780.htm,72,113,2,0,2364,,41.70343089,-86.9173169
state,Indiana,INDIANA WOMENS PRISON,4/23/2021,https://www.in.gov/idoc/3780.htm,129,45,0,1,696,,39.80094018,-86.29189795
state,Indiana,LAPORTE JUVENILE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,16,20,0,0,21,,41.61206231,-86.72292259
state,Indiana,LOGANSPORT JUVENILE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,13,39,0,0,23,,40.74154606,-86.40152309
state,Indiana,MADISON CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,232,31,0,0,709,,38.74778116,-85.40047051
state,Indiana,MIAMI CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,251,98,11,1,3111,,40.6459301,-86.13530041
state,Indiana,NEW CASTLE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,367,103,10,0,3130,,39.96237788,-85.37022541
state,Indiana,PENDLETON CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,167,87,4,0,1862,,39.98338112,-85.76085702
state,Indiana,PENDLETON JUVENILE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,56,62,0,0,200,,39.96907067,-85.77458045
state,Indiana,PLAINFIELD CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,140,104,8,0,1499,,39.68899972,-86.41604046
state,Indiana,PUTNAMVILLE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,280,111,3,1,2163,,39.56503726,-86.88666488
state,Indiana,RECEPTION AND DIAGNOSTIC CENTER,4/23/2021,https://www.in.gov/idoc/3780.htm,461,82,0,0,655,,39.68899972,-86.41604046
state,Indiana,ROCKVILLE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,343,79,0,0,1139,,39.77431571,-87.25434717
state,Indiana,SOUTH BEND REENTRY CENTER,4/23/2021,https://www.in.gov/idoc/3780.htm,27,7,0,0,186,,,
federal,Indiana,TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,478,,4,0,,983,,
federal,Indiana,TERRE HAUTE UNITED STATES PENITENTIARY,4/23/2021,https://www.bop.gov/mobile/about/population_statistics.jsp,666,,2,0,1355,1193,39.40758139,-87.45452498
federal,Indiana,VOLUNTEERS OF AMERICA INC RRC INDIANAPOLIS,4/23/2021,https://www.bop.gov/coronavirus/,2,,0,0,,,,
state,Indiana,WABASH VALLEY CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,287,186,3,1,2102,,38.97792912,-87.40030287
state,Indiana,WESTVILLE CORRECTIONAL FACILITY,4/23/2021,https://www.in.gov/idoc/3780.htm,272,202,6,0,2989,,41.52575257,-86.90808495
state,Iowa,ANAMOSA STATE PENITENTIARY,4/23/2021,https://doc.iowa.gov/daily-statistics,870,155,6,,969,832,42.11129071,-91.29127202
state,Iowa,CLARINDA CORRECTIONAL FACILITY,4/23/2021,https://doc.iowa.gov/daily-statistics,605,62,1,,987,969,40.76249094,-95.03582563
state,Iowa,FORT DODGE CORRECTIONAL FACILITY,4/23/2021,https://doc.iowa.gov/daily-statistics,563,91,4,,1252,1177,42.48489252,-94.19609253
state,Iowa,IOWA CORRECTIONAL INSTIUTION FOR WOMEN,4/23/2021,https://doc.iowa.gov/daily-statistics,26,39,0,,711,490,41.66299579,-93.3661037
state,Iowa,IOWA MEDICAL AND CLASSIFICATION CENTER,4/23/2021,https://doc.iowa.gov/daily-statistics,537,108,5,,894,870,41.71369597,-91.61182585
state,Iowa,IOWA STATE PENITENTIARY,4/23/2021,https://doc.iowa.gov/daily-statistics,229,98,2,,688,712,40.65361883,-91.30326789
state,Iowa,MT PLEASANT CORRECTIONAL FACILITY,4/23/2021,https://doc.iowa.gov/daily-statistics,787,60,0,,1018,848,40.95581384,-91.53617358
state,Iowa,NEWTON CORRECTIONAL FACILITY,4/23/2021,https://doc.iowa.gov/daily-statistics,827,52,1,,924,1107,41.62717022,-93.05696851
state,Iowa,NORTH CENTRAL,4/23/2021,https://doc.iowa.gov/daily-statistics,391,34,0,,485,436,42.39222762,-94.60437667
county,Iowa,POLK COUNTY JAIL,4/23/2021,https://www.polkcountyiowa.gov/county-sheriff/news-press-releases/,12,2,,,911,,41.65332,-93.58793
state,Iowa,STATEWIDE,4/23/2021,https://doc.iowa.gov/COVID19,,,,2,,,,
